125,174,159,2363,10143
126,60,1412,4196,10595
127,66,2665,5139,10155
128,87,188,6132,10311
129,100,1907,2006,10539
130,177,1249,1005,10423
131,57,2433,8578,10040
132,123,182,8706,10294
133,118,1475,624,10186
134,49,805,1943,10545
135,139,1203,5353,10328
136,92,2819,8291,10488
137,156,480,7642,10483
138,46,2521,7912,10231
139,63,1274,4505,10015
140,184,2357,7276,10099
141,84,1127,9462,10178
142,191,1127,9508,10081
143,16,2346,8935,10064
144,133,1109,820,10565
145,124,661,8745,10224
146,142,794,7687,10359
147,96,2424,6414,10541
148,21,881,2815,10522
149,24,2603,5216,10084
150,108,1452,9316,10520
151,59,2656,162,10432
152,122,1311,663,10375
153,98,828,4014,10459
154,22,502,4724,10564
155,107,932,9483,10522
156,80,2363,9218,10188
157,47,232,4764,10360
158,86,2082,3672,10329
159,76,2193,7901,10196
160,42,748,299,10543
161,75,2349,9236,10009
162,138,1052,5198,10330
163,165,469,7928,10535
164,40,1397,2146,10314
165,62,996,4757,10522
166,63,1623,234,10134
167,195,2685,3374,10251
168,188,1029,9880,10219
169,130,1981,557,10209
170,9,2954,5285,10003
171,22,1920,2957,10478
172,121,345,5652,10026
173,103,1364,4244,10177
174,158,1746,1826,10370
175,192,722,8405,10563
176,105,2936,114,10285
177,63,1457,2120,10330
178,52,825,3845,10501
179,78,1414,2194,10254
180,82,1999,7946,10289
181,174,2450,873,10048
182,154,766,1053,10100
183,165,2911,8201,10532
184,196,2697,4640,10276
185,96,1045,7202,10319
186,40,2781,6147,10328
187,127,2209,195,10461
188,67,2446,5682,10536
189,14,305,2105,10299
190,99,1347,6725,10457
191,165,257,9311,10208
192,31,940,5473,10401
193,112,636,2011,10141
194,103,332,6030,10530
195,94,989,515,10371
196,87,2379,1404,10355
197,153,2540,8590,10329
198,23,1264,5849,10137
199,30,1994,7631,10062
200,76,522,4416,10002
201,143,1508,5392,10476
202,81,2558,8437,10340
203,119,2936,2636,10473
204,194,571,1659,10363
205,30,812,8610,10210
206,23,1142,3704,10450
207,178,2330,939,10499
208,182,961,8229,10023
209,33,2696,1513,10403
210,77,2935,6809,10578
211,23,1181,3811,10221
212,78,776,6865,10006
213,99,2485,1887,10454
214,186,1019,8963,10533
215,100,409,2274,10142
216,146,2190,839,10062
217,130,2281,5272,10096
218,50,2830,1570,10340
219,29,2447,4195,10339
220,136,2060,9615,10428
221,109,2977,3748,10354
222,6,1731,9376,10434
223,164,1767,4765,10466
224,90,2858,4012,10146
225,17,998,3550,10115
226,144,1381,6377,10318
227,179,559,5259,10111
228,69,381,9289,10480
229,44,1852,9810,10396
230,103,2452,9000,10257
231,172,945,1726,10431
232,77,531,5574,10439
233,122,145,9413,10337
234,13,2202,1110,10156
235,198,1269,8307,10531
236,36,2158,4040,10151
237,17,851,5999,10570
238,138,144,6827,10329
239,153,1624,52,10057
240,161,1904,373,10178
241,11,2978,5120,10191
242,142,2054,303,10312
243,166,254,5793,10085
244,142,686,4667,10262
245,7,2895,9626,10360
246,190,1421,4075,10283
247,78,2780,3232,10156
248,45,235,2645,10129
249,143,2572,5117,10416
250,42,2466,5539,10090
251,37,580,7719,10149
252,21,2716,8814,10443
253,98,1762,8998,10259
254,200,2592,8911,10117
255,173,2060,404,10530
256,153,1746,1461,10501
257,96,1369,8170,10376
258,75,1139,1531,10444
259,147,727,1965,10363
260,53,1949,8687,10401
261,162,1043,5520,10252
262,116,1626,2095,10355
263,113,2488,3486,10117
264,134,2868,6163,10002
265,196,1119,7223,10287
266,65,2900,1077,10358
267,19,157,7887,10059
268,20,1181,5841,10372
269,157,1079,526,10017
270,4,2138,1972,10091
271,147,2514,1490,10251
272,186,1798,5957,10463
273,145,2016,835,10206
274,141,2170,9069,10081
275,160,646,114,10194
276,141,699,2718,10268
277,65,1138,7463,10125
278,154,699,7730,10222
279,19,241,8848,10373
280,88,464,4456,10297
281,141,2361,902,10333
282,135,1166,6349,10393
283,93,822,2930,10179
284,105,1786,2029,10476
285,3,835,1629,10583
286,14,2323,970,10220
287,130,1885,9925,10256
288,70,2907,7983,10072
289,147,777,465,10104
290,35,1106,9021,10108
291,121,2922,9326,10323
292,20,2735,251,10544
293,187,2057,9280,10426
294,181,1957,307,10001
295,198,2912,2481,10332
296,11,424,1732,10227
297,21,331,3356,10146
298,194,2491,2918,10591
299,104,924,6177,10398
300,165,2348,6651,10346
301,9,129,6790,10413
302,35,545,5739,10113
303,118,1582,6732,10283
304,48,2369,4967,10426
305,157,339,9794,10111
306,143,737,1964,10547
307,13,2502,908,10481
308,143,63,394,10279
309,67,135,6355,10585
310,189,1860,1717,10158
311,79,2703,1515,10170
312,155,1457,9462,10513
313,4,786,1415,10545
314,139,969,6513,10162
315,124,1551,8318,10082
316,162,2082,7815,10238
317,198,484,7306,10084
318,49,2250,7090,10222
319,84,1937,2242,10461
320,143,703,5977,10216
321,184,2747,3507,10053
322,163,2789,296,10190
323,44,1157,2004,10072
324,144,2938,435,10252
325,163,2393,6000,10598
326,28,1334,8991,10571
327,166,455,6511,10017
328,64,1905,7737,10523
329,189,997,1936,10528
330,122,1721,8676,10014
331,166,507,3491,10513
332,124,992,800,10138
333,99,1149,8530,10390
334,83,468,2574,10002
335,100,2685,706,10463
336,183,633,948,10020
337,122,230,6272,10379
338,144,224,1911,10575
339,183,2800,1077,10010
340,74,835,401,10044
341,154,1677,2046,10538
342,149,2410,8185,10498
343,79,1884,8142,10459
344,123,2598,8844,10327
345,1,2751,1856,10261
346,12,1593,351,10432
347,171,1508,8026,10252
348,179,1033,2716,10005
349,158,2739,5870,10120
350,43,2808,1745,10394
351,120,1048,6435,10588
352,128,2207,1653,10057
353,155,1470,4777,10562
354,164,1940,1014,10586
355,72,2568,4747,10034
356,96,793,7546,10408
357,175,1026,4056,10103
358,33,1683,3082,10509
359,193,92,9868,10569
360,135,1672,967,10117
361,136,797,5957,10136
362,152,1359,8752,10091
363,5,2805,4204,10337
364,25,2114,918,10121
365,62,1640,797,10382
366,129,1478,6594,10259
367,88,2492,2173,10287
368,97,2923,7113,10291
369,128,764,5866,10125
370,54,1170,6322,10459
371,122,1624,7999,10404
372,42,2772,9252,10325
373,75,1602,4107,10557
374,4,1410,6399,10517
375,69,2175,5333,10348
376,26,761,9667,10144
377,166,2669,8053,10168
378,117,416,9997,10402
379,116,1734,3551,10460
380,129,252,996,10543
381,161,557,760,10572
382,12,1468,3570,10100
383,141,1463,7265,10440
384,112,1971,5004,10336
385,36,1531,8473,10589
386,130,471,6053,10260
387,146,389,1668,10085
388,176,98,9449,10180
389,49,1110,6642,10503
390,163,685,2223,10210
391,69,679,3138,10512
392,135,261,3289,10403
393,186,1821,9252,10216
394,137,2850,4,10261
395,170,955,6942,10151
396,118,1873,5176,10408
397,15,1604,4392,10132
398,60,2714,2710,10159
399,124,2616,9948,10474
400,165,580,6470,10124
401,184,323,8254,10194
402,77,2276,9707,10464
403,68,107,863,10185
404,55,2994,1187,10001
405,31,2209,4075,10472
406,63,1917,7860,10153
407,60,934,423,10123
408,105,1069,6676,10126
409,65,2389,474,10330
410,171,1891,9385,10240
411,187,1411,9112,10498
412,123,1090,5732,10455
413,153,1249,3517,10370
414,68,1816,2705,10563
415,83,2251,5065,10147
416,91,2761,9720,10365
417,109,2085,250,10590
418,165,2428,7072,10265
419,106,2855,3063,10316
420,124,2241,2029,10364
421,52,1111,667,10448
422,109,2846,2990,10331
423,164,1043,5757,10506
424,118,1442,8752,10206
425,22,84,4035,10026
426,175,2510,5276,10006
427,95,944,492,10117
428,198,570,1989,10229
429,124,2666,5272,10573
430,7,1937,4379,10223
431,73,1110,2960,10554
432,125,602,2036,10174
433,36,1999,5989,10074
434,102,2155,4570,10273
435,42,1666,6977,10460
436,129,2481,5641,10066
437,179,378,9293,10025
438,21,1339,1506,10006
439,92,2206,5302,10329
440,183,824,7004,10016
441,178,1117,9595,10465
442,81,2961,7675,10581
443,118,1555,9844,10260
444,194,2396,332,10548
445,4,1815,1842,10121
446,174,669,2982,10252
447,61,1235,8822,10082
448,195,970,5234,10464
449,100,2500,947,10490
450,155,1700,4644,10476
451,192,2764,8312,10050
452,115,1041,9645,10453
453,196,1403,2200,10533
454,166,2908,5309,10460
455,62,193,6611,10192
456,180,586,384,10592
457,199,1345,4384,10497
458,30,1698,8410,10093
459,150,2353,696,10266
460,73,303,553,10082
461,29,718,7127,10302
462,102,1672,3765,10073
463,77,94,4712,10035
464,175,796,6923,10520
465,144,778,8508,10538
466,28,904,1708,10511
467,91,1536,5749,10396
468,135,2949,1984,10550
469,94,2162,3263,10072
470,64,727,2688,10257
471,113,241,1854,10370
472,33,1857,2403,10169
473,2,1392,1911,10106
474,147,436,5134,10024
475,180,1672,933,10358
476,170,2135,4346,10450
477,185,2832,9480,10477
478,27,1976,4036,10255
479,109,514,7925,10118
480,18,2200,9893,10065
481,107,1894,8712,10208
482,165,1440,7489,10258
483,128,497,6350,10143
484,16,1943,2046,10462
485,19,700,7022,10320
486,183,1134,9652,10312
487,12,2605,4930,10275
488,165,1517,1447,10177
489,66,851,76,10055
490,3,2927,3215,10110
491,107,999,5042,10028
492,155,367,6092,10143
493,187,2093,5022,10356
494,164,641,7475,10172
495,74,1026,1778,10418
496,140,1607,1901,10428
497,116,195,5361,10496
498,156,609,3085,10364
499,175,709,5820,10375
500,128,2584,6013,10135
501,23,1072,5179,10089
502,34,1932,1035,10094
503,167,1282,7438,10414
504,175,2911,1910,10110
505,122,763,2100,10428
506,162,1521,2742,10332
507,26,680,2605,10296
508,131,1319,6365,10018
509,149,1234,4363,10236
510,27,586,737,10034
511,167,576,3895,10533
512,144,684,7642,10264
513,63,265,2326,10312
514,54,1842,1744,10560
515,50,1060,4858,10319
516,46,2797,3472,10026
517,117,2794,416,10504
518,61,743,2427,10113
519,122,1322,8211,10598
520,173,1151,1740,10229
521,77,1322,6972,10464
522,164,619,2174,10089
523,34,912,5034,10393
524,17,2614,9153,10097
525,61,656,562,10049
526,39,415,3619,10241
527,121,180,3621,10287
528,108,2653,4954,10580
529,124,91,4753,10217
530,124,399,5725,10444
531,97,1857,3955,10391
532,88,893,9781,10536
533,43,1686,7642,10088
534,124,2549,2967,10600
535,50,814,4862,10013
536,2,2665,5613,10176
537,186,427,7086,10469
538,42,790,7652,10478
539,70,613,8686,10572
540,79,2777,2980,10056
541,99,1645,8856,10284
542,13,1403,7064,10257
543,174,1743,6944,10502
544,54,2739,6469,10002
545,36,394,2150,10015
546,67,1523,3570,10361
547,155,888,4111,10335
548,111,2927,5317,10107
549,64,1383,7080,10537
550,108,227,6915,10261
551,127,814,2199,10493
552,117,2057,2442,10134
553,152,2250,3894,10329
554,112,1906,3671,10157
555,111,907,7130,10177
556,50,1556,1822,10274
557,74,445,3804,10301
558,74,1916,5728,10157
559,19,2254,9551,10543
560,45,2679,1079,10575
561,151,2383,1292,10311
562,100,2718,1909,10023
563,183,2881,3736,10343
564,41,2210,3262,10475
565,74,264,3227,10473
566,25,2581,722,10036
567,192,2171,8103,10401
568,195,2291,9076,10473
569,129,1197,4243,10341
570,72,1765,7661,10502
571,125,434,6893,10599
572,96,1503,257,10204
573,1,927,3945,10214
574,87,2006,7936,10126
575,42,1053,3965,10544
576,19,2788,9018,10175
577,168,919,88,10180
578,88,442,2493,10132
579,165,1854,195,10484
580,33,2499,8396,10096
581,146,556,9361,10378
582,59,2545,7638,10060
583,190,406,1943,10557
584,74,837,35,10288
585,187,610,5949,10188
586,66,312,6934,10158
587,69,2710,2702,10184
588,147,2177,1000,10444
589,87,379,1225,10111
590,125,2848,9157,10398
591,2,852,5819,10566
592,105,704,2812,10221
593,45,400,7666,10342
594,63,1708,2399,10207
595,190,2775,2913,10336
596,113,1022,3291,10596
597,2,404,1001,10567
598,117,566,678,10130
599,128,1181,4721,10108
600,13,2060,5066,10573
601,65,220,2172,10132
602,110,2156,1481,10461
603,89,2647,1659,10409
604,128,333,7169,10425
605,129,1641,9128,10491
606,14,1247,5543,10033
607,114,456,4552,10157
608,23,1996,4255,10398
609,47,2465,5341,10329
610,127,1950,9249,10123
611,182,853,8390,10263
612,113,907,3463,10254
613,151,1116,5647,10495
614,189,1705,1616,10323
615,132,2749,8921,10032
616,174,1898,9415,10392
617,112,184,7688,10205
618,109,1950,3480,10262
619,31,550,4416,10085
620,51,1431,5556,10224
621,106,2669,1346,10486
622,28,1685,3617,10332
623,183,1323,2360,10439
624,131,1632,7685,10228
625,62,1922,2196,10054
626,121,2940,781,10204
627,165,1416,5732,10060
628,72,1988,6700,10560
629,143,2459,6326,10486
630,140,157,1635,10255
631,54,873,8538,10470
632,140,468,1999,10201
633,54,2909,7263,10194
634,106,1245,7182,10493
635,159,589,5897,10280
636,93,168,4867,10201
637,31,2686,8648,10047
638,97,2682,7964,10024
639,181,2781,4489,10525
640,40,1149,2953,10341
641,109,2427,6496,10222
642,44,2042,946,10223
643,105,1045,3007,10422
644,163,1334,103,10106
645,74,2075,6207,10540
646,194,220,4407,10047
647,8,1890,2407,10038
648,127,2659,8831,10333
649,115,1887,8120,10314
650,104,2556,9954,10577
651,21,740,695,10530
652,79,991,316,10172
653,72,1561,6194,10086
654,103,1517,1050,10209
655,25,1233,5425,10310
656,63,1130,776,10072
657,143,2819,4656,10368
658,11,2883,6496,10494
659,8,1850,3283,10399
660,136,308,1229,10266
661,107,352,6613,10234
662,53,95,425,10254
663,134,2961,2157,10120
664,58,1827,4866,10528
665,84,708,2125,10328
666,99,913,7138,10515
667,65,990,3167,10483
668,15,2099,1369,10455
669,90,1409,8730,10060
670,123,1950,1255,10510
671,13,1203,4245,10255
672,38,580,4014,10067
673,168,2193,7431,10062
674,81,2096,8871,10594
675,130,2432,8000,10598
676,115,1108,3855,10528
677,81,974,7801,10337
678,135,1641,2307,10589
679,15,1560,4334,10523
680,40,1079,8196,10025
681,6,1968,370,10525
682,59,1122,2008,10479
683,96,2043,1251,10472
684,169,152,6948,10535
685,15,1423,7322,10589
686,54,411,341,10562
687,136,580,8648,10336
688,91,435,2981,10268
689,157,2061,3596,10130
690,128,908,4973,10209
691,161,2138,6863,10340
692,60,2139,1984,10561
693,140,908,895,10437
694,30,2279,5873,10490
695,169,2123,270,10528
696,62,2108,6437,10474
697,200,1610,3636,10599
698,75,996,6421,10005
699,106,1028,1198,10140
700,59,2295,8866,10538
701,81,1033,9208,10588
702,183,1122,5189,10575
703,2,369,5743,10536
704,117,811,8218,10553
705,157,299,8765,10256
706,101,726,8884,10266
707,114,2821,1128,10280
708,124,1043,657,10126
709,33,929,1663,10492
710,117,2433,4641,10011
711,56,177,6854,10019
712,80,2027,4646,10252
713,18,1467,7084,10145
714,184,1738,3073,10112
715,95,150,2247,10235
716,170,1464,9991,10270
717,59,1429,8689,10418
718,102,410,5946,10488
719,102,2799,9685,10306
720,154,2384,2840,10020
721,37,2331,2325,10429
722,175,582,1820,10368
723,28,1843,3527,10587
724,184,2415,4370,10009
725,108,1132,2109,10032
726,164,281,1531,10062
727,196,962,9758,10189
728,83,1590,3436,10210
729,41,2922,4044,10357
730,78,2195,8776,10295
731,42,933,9645,10550
732,32,1384,5701,10447
733,129,2190,2317,10279
734,130,1196,2567,10032
735,32,100,9794,10548
736,76,895,2103,10161
737,151,2011,5353,10126
738,109,455,5540,10142
739,131,1851,2911,10124
740,27,2101,7881,10207
741,67,2243,7594,10014
742,193,194,4036,10364
743,145,657,5069,10196
744,132,549,4973,10108
745,44,601,9347,10570
746,3,121,4363,10599
747,30,680,5200,10486
748,153,2201,9112,10179
749,28,1609,9635,10510
750,40,2004,9210,10100
751,187,429,5353,10083
752,177,1364,3140,10458
753,70,2970,1684,10202
754,28,2021,9531,10413
755,175,1742,6780,10430
756,66,1153,4392,10349
757,117,2168,8486,10347
758,58,2385,8402,10198
759,135,1699,6321,10279
760,112,865,9668,10513
761,180,246,4593,10000
762,10,139,6745,10360
763,154,1074,143,10331
764,140,1219,8397,10265
765,195,2295,4175,10273
766,154,718,3121,10392
767,90,522,4083,10219
768,2,1523,4007,10546
769,170,638,9712,10581
770,6,2739,1222,10113
771,91,557,2042,10375
772,8,2346,4085,10359
773,53,1728,1740,10312
774,102,2362,1425,10163
775,186,667,3389,10561
776,3,1178,2963,10217
777,159,127,7394,10245
778,77,763,3407,10520
779,44,2770,5348,10408
780,9,2222,3069,10048
781,173,184,3852,10121
782,174,2336,9314,10161
783,5,1888,3228,10457
784,74,1603,7350,10574
785,35,1928,4132,10292
786,74,395,8263,10211
787,96,1846,7953,10486
788,151,1684,9705,10466
789,28,387,2945,10183
790,180,2417,8277,10251
791,56,305,2994,10236
792,83,411,6450,10002
793,17,273,4251,10298
794,90,2294,9046,10297
795,30,2659,2765,10249
796,76,2721,2231,10088
797,52,967,6051,10443
798,138,1852,8862,10500
799,32,780,9690,10563
800,78,2540,6571,10546
801,139,2313,93,10255
802,1,2724,5368,10220
803,114,2555,9031,10034
804,102,2454,8832,10329
805,67,2129,3472,10173
806,36,999,3988,10517
807,147,2342,7977,10516
808,171,582,1372,10140
809,41,535,971,10430
810,145,2078,295,10517
811,153,1037,4467,10477
812,117,637,9943,10501
813,54,1734,2277,10516
814,162,2734,2869,10344
815,46,556,486,10147
816,92,367,2341,10051
817,79,1925,8130,10380
818,87,398,7581,10321
819,25,91,4853,10346
820,60,1099,7674,10311
821,126,1111,301,10525
822,146,396,9599,10154
823,52,590,9782,10386
824,150,2080,5380,10351
825,186,1856,1739,10199
826,147,2627,4675,10042
827,141,2142,3396,10076
828,122,2939,39,10541
829,151,996,929,10585
830,86,916,115,10047
831,126,113,9588,10052
832,79,1887,8692,10287
833,118,1840,110,10169
834,170,288,2559,10474
835,30,2963,1687,10259
836,142,2997,6105,10499
837,40,1231,6787,10003
838,35,1412,7248,10202
839,179,2308,4713,10584
840,160,2127,603,10098
841,154,307,7445,10022
842,146,71,4156,10100
843,107,2762,6727,10404
844,12,1928,119,10413
845,96,580,2244,10324
846,30,2164,8334,10408
847,41,1443,9460,10433
848,126,153,4740,10554
849,9,1715,947,10491
850,35,706,1892,10272
851,178,291,6674,10153
852,34,1894,793,10365
853,25,1401,4157,10541
854,183,325,9814,10060
855,158,215,8548,10070
856,192,2381,579,10470
857,195,1976,2440,10210
858,144,1159,5198,10118
859,38,1109,5976,10290
860,134,2585,8497,10086
861,124,1479,1466,10055
862,10,536,4706,10278
863,58,107,7701,10487
864,90,2198,8574,10317
865,75,694,4948,10291
866,75,2839,9339,10488
867,98,1475,637,10498
868,82,1912,3362,10114
869,135,1074,3989,10571
870,84,268,8474,10234
871,184,1421,292,10044
872,69,1764,275,10138
873,54,1020,9543,10521
874,170,2048,2100,10417
875,51,2728,4228,10315
876,15,878,6285,10298
877,5,1360,8446,10269
878,154,683,1458,10355
879,25,2666,4181,10420
880,76,1316,8352,10288
881,23,1624,228,10412
882,190,1920,8707,10275
883,65,1187,8460,10061
884,155,1718,9792,10436
885,52,2339,9585,10388
886,178,2832,2273,10534
887,50,1963,1542,10501
888,4,1594,3979,10315
889,177,988,6065,10068
890,185,135,8306,10334
891,23,1155,9153,10045
892,86,1300,189,10260
893,194,1384,2217,10205
894,153,2336,2459,10205
895,4,2454,6551,10211
896,82,1756,4015,10401
897,5,1044,7825,10070
898,24,787,1304,10117
899,176,2513,3709,10172
900,22,1576,3202,10333
901,6,694,7531,10162
902,78,193,9598,10058
903,114,817,9667,10241
904,59,726,7114,10381
905,189,1434,375,10235
906,88,685,8548,10060
907,190,2762,158,10469
908,22,733,193,10580
909,90,2771,4989,10528
910,186,2800,4154,10069
911,13,1836,9413,10406
912,143,2916,691,10598
913,192,1445,7730,10214
914,100,2814,5590,10552
915,166,968,2314,10157
916,49,1870,9140,10395
917,195,1977,3648,10199
918,161,2600,3563,10039
919,88,2629,9194,10267
920,125,2753,2632,10449
921,80,1608,772,10171
922,47,1409,2344,10068
923,129,2103,4778,10137
924,21,2024,3976,10011
925,133,2847,6382,10310
926,193,2980,3180,10014
927,181,1440,2328,10006
928,38,771,2639,10227
929,118,1333,4575,10054
930,69,1801,6629,10329
931,104,392,6613,10447
932,26,2694,4223,10052
933,75,1450,8072,10518
934,116,2972,1347,10121
935,167,560,1006,10315
936,35,1748,8397,10512
937,44,820,7273,10278
938,52,831,9216,10337
939,93,1959,2837,10078
940,59,911,3364,10118
941,193,425,5101,10589
942,40,1548,5698,10455
943,22,1201,2109,10041
944,165,1981,5535,10552
945,155,1968,3785,10495
946,67,2762,1798,10048
947,102,1723,7620,10095
948,77,66,7545,10593
949,74,1739,3939,10231
950,102,2577,3882,10530
951,119,2077,9397,10577
952,114,2591,332,10500
953,65,1021,7451,10084
954,74,2155,7688,10484
955,102,1885,7115,10494
956,178,1081,7264,10576
957,139,2599,3561,10014
958,138,2628,7712,10395
959,179,2872,9082,10570
960,11,575,6867,10410
961,23,278,4531,10595
962,72,626,2267,10245
963,124,2528,8645,10582
964,69,1182,6069,10477
965,108,1406,5671,10550
966,72,1952,3662,10210
967,35,2606,6119,10598
968,10,118,3543,10497
969,162,2751,3721,10579
970,123,1405,8251,10484
971,135,1632,8040,10599
972,141,1298,4729,10326
973,94,1853,9473,10090
974,195,2444,1880,10401
975,46,1220,4194,10096
976,129,65,6248,10064
977,123,542,7464,10216
978,104,2906,1468,10400
979,63,2222,4850,10264
980,126,435,5707,10153
981,156,2658,3406,10039
982,188,1126,1106,10342
983,5,1509,4126,10039
984,87,1918,9612,10112
985,66,2964,3861,10574
986,150,1108,2316,10459
987,164,1057,7804,10123
988,132,701,9886,10557
989,169,2166,6413,10227
990,92,2055,2298,10395
991,55,1926,4784,10089
992,103,2486,3466,10107
993,48,373,7845,10429
994,41,2656,5904,10500
995,105,488,2305,10065
996,184,1121,7291,10255
997,1,1318,2918,10532
998,157,2134,2003,10430
999,123,1214,9643,10409
1000,78,2077,7309,10510
1001,64,1780,4226,10062
1002,197,2033,3734,10553
1003,42,314,9779,10575
1004,122,2600,6983,10496
1005,10,695,4617,10551
1006,187,1433,3118,10060
1007,145,528,5432,10555
1008,117,700,1492,10200
1009,110,2739,4843,10299
1010,50,2862,5247,10108
1011,59,465,6844,10228
1012,198,1859,7012,10314
1013,14,2503,2127,10449
1014,10,2194,2207,10299
1015,49,2508,8999,10543
1016,191,1977,6024,10289
1017,137,784,3046,10592
1018,125,561,959,10178
1019,158,1992,872,10122
1020,189,364,6957,10313
1021,138,716,3905,10543
1022,94,1248,2701,10383
1023,197,1566,5045,10345
1024,193,836,6783,10378
1025,175,1221,434,10129
1026,9,1313,7294,10115
1027,126,2062,1886,10142
1028,145,1907,1084,10126
1029,164,65,4837,10212
1030,131,1261,7348,10508
1031,149,280,2468,10408
1032,199,1278,3306,10490
1033,18,1281,3618,10069
1034,150,1397,32,10452
1035,109,1621,1938,10069
1036,13,1056,9826,10332
1037,196,589,8686,10369
1038,55,1924,8336,10062
1039,168,2555,5500,10515
1040,42,1465,7324,10386
1041,170,2496,2690,10259
1042,56,1242,6023,10507
1043,169,271,8892,10586
1044,126,1598,1619,10250
1045,51,245,914,10162
1046,65,1910,6428,10479
1047,184,2536,1851,10436
1048,175,1889,4274,10514
1049,116,2175,4486,10277
1050,15,1089,1337,10582
1051,179,705,8611,10202
1052,34,2619,3412,10438
1053,142,1480,4903,10512
1054,164,1851,4714,10310
1055,97,1822,4983,10185
1056,126,2514,8001,10203
1057,195,821,168,10254
1058,23,2037,2394,10545
1059,52,1410,5741,10455
1060,125,1625,2038,10136
1061,20,189,4429,10121
1062,197,1360,9570,10038
1063,32,585,4257,10502
1064,23,2616,3521,10587
1065,161,2190,248,10411
1066,55,1527,7585,10325
1067,186,1830,4354,10554
1068,61,845,2900,10409
1069,140,1588,7726,10552
1070,80,463,6226,10299
1071,35,2186,9012,10590
1072,176,2475,7707,10468
1073,136,2277,2348,10036
1074,78,585,5128,10202
1075,144,2553,2032,10363
1076,23,2047,919,10132
1077,135,631,3089,10481
1078,138,2938,1586,10293
1079,167,2526,8278,10005
1080,2,2007,7325,10062
1081,194,972,2837,10264
1082,115,1624,1067,10055
1083,185,771,555,10559
1084,139,1871,4161,10001
1085,59,956,7649,10342
1086,25,2104,1863,10194
1087,14,730,4833,10544
1088,141,2055,7571,10083
1089,84,1739,4378,10556
1090,42,1075,8996,10175
1091,77,298,9352,10528
1092,182,1885,694,10227
1093,159,2645,4939,10370
1094,175,2478,7223,10080
1095,60,2131,5454,10258
1096,69,1593,9450,10574
1097,73,1685,7493,10184
1098,110,638,7153,10433
1099,10,1330,1673,10532
1100,80,125,1350,10152
1101,183,653,7664,10576
1102,57,609,4010,10474
1103,67,1492,211,10402
1104,174,2134,5014,10238
1105,31,342,8327,10026
1106,133,1846,4199,10131
